,confidence,subject,block,block_difficulty,block_value_level,block_stimulus_type,block_ntrials_phase1,block_ntrials_phase2,trial_difficulty,trial_value_chosen,trial_number
11281,10,22,10,6,23,0,9,10,12,29,3.0
11282,10,22,10,6,23,0,9,10,6,29,4.0
11283,10,22,10,6,23,0,9,10,6,23,5.0
11284,10,22,10,6,23,0,9,10,12,23,6.0
11285,10,22,10,6,23,0,9,10,6,29,7.0
11286,10,22,10,6,23,0,9,10,6,29,8.0
11287,6,22,10,6,23,0,9,10,18,17,9.0
11334,10,23,0,6,28,1,18,10,12,40,0.0
11335,10,23,0,6,28,1,18,10,6,40,1.0
11336,8,23,0,6,28,1,18,10,12,22,2.0
11337,8,23,0,6,28,1,18,10,6,34,3.0
11338,9,23,0,6,28,1,18,10,6,34,4.0
11339,10,23,0,6,28,1,18,10,18,40,5.0
11340,10,23,0,6,28,1,18,10,6,40,6.0
11341,9,23,0,6,28,1,18,10,12,40,7.0
11342,10,23,0,6,28,1,18,10,12,34,8.0
11343,10,23,0,6,28,1,18,10,6,34,9.0
11378,10,23,1,3,18,0,15,10,6,21,0.0
11379,7,23,1,3,18,0,15,10,9,15,1.0
11380,8,23,1,3,18,0,15,10,6,18,2.0
11381,7,23,1,3,18,0,15,10,3,18,3.0
11382,10,23,1,3,18,0,15,10,3,21,4.0
11383,10,23,1,3,18,0,15,10,9,15,5.0
11384,8,23,1,3,18,0,15,10,6,18,6.0
11385,10,23,1,3,18,0,15,10,3,21,7.0
11386,10,23,1,3,18,0,15,10,6,18,8.0
11387,10,23,1,3,18,0,15,10,3,21,9.0
11415,7,23,2,3,23,0,9,5,3,20,1.0
11416,9,23,2,3,23,0,9,5,6,29,2.0
11417,6,23,2,3,23,0,9,5,3,26,3.0
11418,6,23,2,3,23,0,9,5,6,29,4.0
11460,7,23,3,6,23,1,12,5,18,35,1.0
11461,7,23,3,6,23,1,12,5,6,23,2.0
11462,8,23,3,6,23,1,12,5,12,35,3.0
11463,10,23,3,6,23,1,12,5,6,17,4.0
11504,9,23,4,3,18,1,15,10,3,21,0.0
11505,10,23,4,3,18,1,15,10,6,21,1.0
11506,6,23,4,3,18,1,15,10,6,24,2.0
11507,9,23,4,3,18,1,15,10,9,24,3.0
11508,9,23,4,3,18,1,15,10,3,18,4.0
11509,8,23,4,3,18,1,15,10,6,21,5.0
11510,8,23,4,3,18,1,15,10,6,24,6.0
11511,10,23,4,3,18,1,15,10,9,24,7.0
11512,10,23,4,3,18,1,15,10,3,18,8.0
11513,10,23,4,3,18,1,15,10,3,21,9.0
11577,9,23,6,6,23,0,9,15,18,35,0.0
11578,10,23,6,6,23,0,9,15,12,29,1.0
11579,10,23,6,6,23,0,9,15,12,23,2.0
11580,10,23,6,6,23,0,9,15,12,29,3.0
11581,10,23,6,6,23,0,9,15,18,35,4.0
11582,8,23,6,6,23,0,9,15,6,23,5.0
11583,10,23,6,6,23,0,9,15,18,35,6.0
11584,10,23,6,6,23,0,9,15,6,23,7.0
11585,9,23,6,6,23,0,9,15,12,23,8.0
11586,10,23,6,6,23,0,9,15,18,35,9.0
11587,10,23,6,6,23,0,9,15,6,29,10.0
11588,10,23,6,6,23,0,9,15,6,29,11.0
11589,10,23,6,6,23,0,9,15,6,29,12.0
11590,5,23,6,6,23,0,9,15,6,29,13.0
11591,10,23,6,6,23,0,9,15,12,29,14.0
11627,8,23,7,3,18,1,12,15,3,21,0.0
11628,9,23,7,3,18,1,12,15,3,15,1.0
11629,10,23,7,3,18,1,12,15,6,21,2.0
11630,7,23,7,3,18,1,12,15,6,24,3.0
11631,9,23,7,3,18,1,12,15,6,24,4.0
11632,10,23,7,3,18,1,12,15,3,21,5.0
11633,6,23,7,3,18,1,12,15,9,15,6.0
11636,10,23,7,3,18,1,12,15,6,21,9.0
11637,10,23,7,3,18,1,12,15,3,21,10.0
11638,10,23,7,3,18,1,12,15,3,21,11.0
11639,9,23,7,3,18,1,12,15,9,24,12.0
11641,10,23,7,3,18,1,12,15,3,21,14.0
11690,10,23,8,3,28,1,18,5,3,34,0.0
11691,10,23,8,3,28,1,18,5,6,34,1.0
11692,10,23,8,3,28,1,18,5,3,28,2.0
11693,10,23,8,3,28,1,18,5,6,31,3.0
11694,10,23,8,3,28,1,18,5,9,34,4.0
11731,9,23,9,6,28,0,12,15,12,34,0.0
11733,8,23,9,6,28,0,12,15,12,34,2.0
11734,6,23,9,6,28,0,12,15,6,34,3.0
11735,7,23,9,6,28,0,12,15,12,28,4.0
11736,6,23,9,6,28,0,12,15,18,40,5.0
11737,7,23,9,6,28,0,12,15,6,34,6.0
11738,6,23,9,6,28,0,12,15,6,40,7.0
11739,7,23,9,6,28,0,12,15,6,28,8.0
11740,9,23,9,6,28,0,12,15,12,34,9.0
11741,7,23,9,6,28,0,12,15,6,34,10.0
11744,6,23,9,6,28,0,12,15,12,40,13.0
11745,6,23,9,6,28,0,12,15,6,28,14.0
11857,4,24,1,3,28,1,12,5,6,28,0.0
11858,5,24,1,3,28,1,12,5,6,31,1.0
11859,5,24,1,3,28,1,12,5,6,25,2.0
11860,7,24,1,3,28,1,12,5,3,28,3.0
11861,6,24,1,3,28,1,12,5,3,31,4.0
11896,0,24,2,3,18,1,9,15,3,21,0.0
11897,0,24,2,3,18,1,9,15,6,15,1.0
11898,6,24,2,3,18,1,9,15,3,24,2.0
11899,4,24,2,3,18,1,9,15,3,15,3.0
11900,2,24,2,3,18,1,9,15,3,24,4.0
11902,5,24,2,3,18,1,9,15,6,15,6.0
11903,5,24,2,3,18,1,9,15,6,24,7.0
11904,10,24,2,3,18,1,9,15,6,24,8.0
11905,10,24,2,3,18,1,9,15,6,24,9.0
11907,2,24,2,3,18,1,9,15,3,24,11.0
11908,4,24,2,3,18,1,9,15,9,15,12.0
11909,6,24,2,3,18,1,9,15,3,21,13.0
11910,4,24,2,3,18,1,9,15,6,24,14.0
11954,6,24,3,6,23,0,15,10,6,17,0.0
11955,10,24,3,6,23,0,15,10,12,35,1.0
11957,5,24,3,6,23,0,15,10,6,23,3.0
11958,4,24,3,6,23,0,15,10,6,17,4.0
11959,8,24,3,6,23,0,15,10,12,29,5.0
11960,7,24,3,6,23,0,15,10,6,35,6.0
11961,8,24,3,6,23,0,15,10,6,29,7.0
11962,6,24,3,6,23,0,15,10,18,35,8.0
11963,5,24,3,6,23,0,15,10,6,23,9.0
11990,5,24,4,6,28,1,9,15,12,22,0.0
11991,10,24,4,6,28,1,9,15,6,28,1.0
11992,10,24,4,6,28,1,9,15,6,40,2.0
11993,10,24,4,6,28,1,9,15,6,28,3.0
11994,5,24,4,6,28,1,9,15,12,40,4.0
11995,8,24,4,6,28,1,9,15,6,28,5.0
11996,10,24,4,6,28,1,9,15,6,28,6.0
11997,10,24,4,6,28,1,9,15,6,28,7.0
11998,6,24,4,6,28,1,9,15,6,28,8.0
11999,10,24,4,6,28,1,9,15,6,40,9.0
12000,10,24,4,6,28,1,9,15,18,40,10.0
12001,5,24,4,6,28,1,9,15,12,22,11.0
12002,10,24,4,6,28,1,9,15,6,40,12.0
12003,3,24,4,6,28,1,9,15,12,22,13.0
12004,8,24,4,6,28,1,9,15,6,28,14.0
12077,10,24,6,6,28,1,12,5,6,40,0.0
12078,10,24,6,6,28,1,12,5,18,40,1.0
12079,4,24,6,6,28,1,12,5,12,34,2.0
12080,10,24,6,6,28,1,12,5,6,28,3.0
12081,10,24,6,6,28,1,12,5,12,40,4.0
12126,8,24,7,3,23,0,18,5,3,26,1.0
12127,10,24,7,3,23,0,18,5,9,29,2.0
12128,5,24,7,3,23,0,18,5,3,23,3.0
12129,5,24,7,3,23,0,18,5,3,20,4.0
12167,10,24,8,6,18,0,18,15,12,30,0.0
12168,10,24,8,6,18,0,18,15,6,30,1.0
12169,10,24,8,6,18,0,18,15,6,18,2.0
12170,10,24,8,6,18,0,18,15,6,18,3.0
12172,10,24,8,6,18,0,18,15,12,18,5.0
12173,10,24,8,6,18,0,18,15,6,18,6.0
12175,10,24,8,6,18,0,18,15,12,18,8.0
12176,10,24,8,6,18,0,18,15,18,30,9.0
12177,10,24,8,6,18,0,18,15,6,18,10.0
12178,10,24,8,6,18,0,18,15,6,30,11.0
12179,10,24,8,6,18,0,18,15,6,18,12.0
12180,10,24,8,6,18,0,18,15,12,24,13.0
12181,5,24,8,6,18,0,18,15,6,18,14.0
12219,10,24,9,3,28,1,18,10,3,31,0.0
12220,4,24,9,3,28,1,18,10,3,31,1.0
12221,10,24,9,3,28,1,18,10,3,31,2.0
12222,10,24,9,3,28,1,18,10,3,34,3.0
12223,10,24,9,3,28,1,18,10,6,31,4.0
12224,10,24,9,3,28,1,18,10,6,25,5.0
12225,10,24,9,3,28,1,18,10,3,34,6.0
12226,10,24,9,3,28,1,18,10,6,34,7.0
12227,10,24,9,3,28,1,18,10,9,34,8.0
12228,5,24,9,3,28,1,18,10,6,25,9.0
12268,1,24,10,3,23,1,15,10,6,20,0.0
12269,1,24,10,3,23,1,15,10,9,29,1.0
12270,10,24,10,3,23,1,15,10,6,29,2.0
12271,5,24,10,3,23,1,15,10,6,29,3.0
12272,4,24,10,3,23,1,15,10,6,20,4.0
12273,0,24,10,3,23,1,15,10,6,29,5.0
12274,5,24,10,3,23,1,15,10,9,29,6.0
12275,5,24,10,3,23,1,15,10,3,23,7.0
12276,3,24,10,3,23,1,15,10,9,29,8.0
12277,3,24,10,3,23,1,15,10,3,23,9.0
12807,2,26,0,3,18,0,15,15,3,18,0.0
12808,1,26,0,3,18,0,15,15,9,24,1.0
12809,2,26,0,3,18,0,15,15,3,24,2.0
12810,1,26,0,3,18,0,15,15,6,24,3.0
12811,0,26,0,3,18,0,15,15,6,15,4.0
12812,0,26,0,3,18,0,15,15,3,15,5.0
12813,1,26,0,3,18,0,15,15,3,21,6.0
12814,3,26,0,3,18,0,15,15,3,21,7.0
12815,4,26,0,3,18,0,15,15,3,24,8.0
12816,2,26,0,3,18,0,15,15,9,24,9.0
12817,3,26,0,3,18,0,15,15,6,21,10.0
12818,1,26,0,3,18,0,15,15,3,15,11.0
12819,0,26,0,3,18,0,15,15,3,21,12.0
12820,1,26,0,3,18,0,15,15,3,18,13.0
12821,1,26,0,3,18,0,15,15,9,15,14.0
12858,5,26,1,6,23,1,18,5,12,29,1.0
12859,7,26,1,6,23,1,18,5,18,35,2.0
12860,6,26,1,6,23,1,18,5,12,35,3.0
12861,0,26,1,6,23,1,18,5,6,23,4.0
12888,0,26,2,6,28,1,12,10,6,28,0.0
12889,6,26,2,6,28,1,12,10,18,40,1.0
12890,4,26,2,6,28,1,12,10,6,40,2.0
12891,1,26,2,6,28,1,12,10,6,28,3.0
12893,0,26,2,6,28,1,12,10,12,34,5.0
12894,6,26,2,6,28,1,12,10,12,40,6.0
12895,5,26,2,6,28,1,12,10,18,40,7.0
12896,5,26,2,6,28,1,12,10,6,28,8.0
12897,4,26,2,6,28,1,12,10,6,28,9.0
12930,0,26,3,3,18,0,12,5,9,15,0.0
12931,0,26,3,3,18,0,12,5,3,21,1.0
12932,2,26,3,3,18,0,12,5,3,15,2.0
12933,0,26,3,3,18,0,12,5,3,24,3.0
12934,0,26,3,3,18,0,12,5,6,15,4.0
13043,0,26,6,6,23,0,9,10,6,23,0.0
13044,3,26,6,6,23,0,9,10,12,35,1.0
13045,1,26,6,6,23,0,9,10,6,23,2.0
13046,2,26,6,6,23,0,9,10,12,35,3.0
13047,0,26,6,6,23,0,9,10,6,23,4.0
13048,0,26,6,6,23,0,9,10,18,35,5.0
13049,0,26,6,6,23,0,9,10,6,17,6.0
13050,1,26,6,6,23,0,9,10,6,23,7.0
13051,1,26,6,6,23,0,9,10,6,35,8.0
13052,0,26,6,6,23,0,9,10,12,17,9.0
13090,1,26,7,3,28,1,9,15,9,34,0.0
13092,1,26,7,3,28,1,9,15,9,34,2.0
13093,1,26,7,3,28,1,9,15,3,31,3.0
13095,3,26,7,3,28,1,9,15,3,28,5.0
13096,1,26,7,3,28,1,9,15,6,31,6.0
13097,2,26,7,3,28,1,9,15,3,28,7.0
13098,3,26,7,3,28,1,9,15,6,34,8.0
13099,2,26,7,3,28,1,9,15,3,31,9.0
13100,2,26,7,3,28,1,9,15,9,34,10.0
13101,0,26,7,3,28,1,9,15,9,34,11.0
13102,1,26,7,3,28,1,9,15,9,34,12.0
13104,1,26,7,3,28,1,9,15,6,34,14.0
13150,5,26,8,6,18,0,12,15,18,30,0.0
13152,3,26,8,6,18,0,12,15,6,12,2.0
13153,6,26,8,6,18,0,12,15,18,30,3.0
13154,5,26,8,6,18,0,12,15,12,30,4.0
13156,2,26,8,6,18,0,12,15,6,24,6.0
13157,0,26,8,6,18,0,12,15,6,24,7.0
13158,3,26,8,6,18,0,12,15,18,30,8.0
13160,3,26,8,6,18,0,12,15,18,12,10.0
13161,2,26,8,6,18,0,12,15,6,24,11.0
13162,1,26,8,6,18,0,12,15,12,30,12.0
13163,1,26,8,6,18,0,12,15,12,24,13.0
13164,5,26,8,6,18,0,12,15,12,30,14.0
13208,3,26,9,3,28,1,18,10,3,28,0.0
13209,3,26,9,3,28,1,18,10,3,28,1.0
13210,1,26,9,3,28,1,18,10,9,34,2.0
13211,10,26,9,3,28,1,18,10,9,34,3.0
13212,0,26,9,3,28,1,18,10,6,34,4.0
13213,3,26,9,3,28,1,18,10,6,25,5.0
13214,1,26,9,3,28,1,18,10,3,25,6.0
13215,0,26,9,3,28,1,18,10,3,25,7.0
13216,10,26,9,3,28,1,18,10,9,34,8.0
13217,9,26,9,3,28,1,18,10,3,34,9.0
13260,0,26,10,3,18,0,18,5,9,24,0.0
13261,0,26,10,3,18,0,18,5,3,21,1.0
13262,0,26,10,3,18,0,18,5,3,24,2.0
13263,0,26,10,3,18,0,18,5,3,24,3.0
13339,2,27,1,6,18,1,18,15,12,24,0.0
13340,4,27,1,6,18,1,18,15,6,18,1.0
13341,6,27,1,6,18,1,18,15,18,30,2.0
13342,2,27,1,6,18,1,18,15,6,18,3.0
13343,7,27,1,6,18,1,18,15,18,30,4.0
13344,2,27,1,6,18,1,18,15,12,24,5.0
13345,4,27,1,6,18,1,18,15,6,18,6.0
13346,4,27,1,6,18,1,18,15,12,30,7.0
13347,3,27,1,6,18,1,18,15,12,24,8.0
13348,2,27,1,6,18,1,18,15,6,18,9.0
13349,6,27,1,6,18,1,18,15,18,30,10.0
13350,3,27,1,6,18,1,18,15,6,18,11.0
13351,2,27,1,6,18,1,18,15,12,24,12.0
13352,5,27,1,6,18,1,18,15,12,30,13.0
13353,3,27,1,6,18,1,18,15,12,24,14.0
13382,2,27,2,3,28,0,9,15,3,28,0.0
13383,5,27,2,3,28,0,9,15,3,34,1.0
13384,4,27,2,3,28,0,9,15,6,34,2.0
13385,2,27,2,3,28,0,9,15,3,31,3.0
13386,4,27,2,3,28,0,9,15,3,31,4.0
13387,2,27,2,3,28,0,9,15,6,31,5.0
13388,5,27,2,3,28,0,9,15,3,31,6.0
13389,5,27,2,3,28,0,9,15,3,31,7.0
13390,2,27,2,3,28,0,9,15,3,34,8.0
13391,4,27,2,3,28,0,9,15,3,34,9.0
13392,4,27,2,3,28,0,9,15,6,34,10.0
13393,5,27,2,3,28,0,9,15,6,31,11.0
13394,5,27,2,3,28,0,9,15,6,34,12.0
13395,5,27,2,3,28,0,9,15,3,34,13.0
13396,2,27,2,3,28,0,9,15,3,28,14.0
13434,1,27,3,6,18,1,9,15,6,30,0.0
13437,2,27,3,6,18,1,9,15,6,24,3.0
13438,2,27,3,6,18,1,9,15,12,18,4.0
13439,1,27,3,6,18,1,9,15,18,30,5.0
13440,3,27,3,6,18,1,9,15,12,24,6.0
13441,2,27,3,6,18,1,9,15,6,24,7.0
13442,3,27,3,6,18,1,9,15,6,24,8.0
13443,2,27,3,6,18,1,9,15,6,24,9.0
13444,4,27,3,6,18,1,9,15,12,30,10.0
13445,1,27,3,6,18,1,9,15,6,30,11.0
13446,4,27,3,6,18,1,9,15,18,30,12.0
13447,1,27,3,6,18,1,9,15,18,30,13.0
13487,5,27,4,6,28,0,9,5,6,34,1.0
13488,5,27,4,6,28,0,9,5,6,34,2.0
13489,3,27,4,6,28,0,9,5,18,40,3.0
13490,4,27,4,6,28,0,9,5,6,28,4.0
13542,2,27,5,3,23,1,18,10,3,23,0.0
13543,4,27,5,3,23,1,18,10,3,29,1.0
13544,4,27,5,3,23,1,18,10,3,29,2.0
13545,1,27,5,3,23,1,18,10,3,23,3.0
13546,2,27,5,3,23,1,18,10,3,26,4.0
13547,3,27,5,3,23,1,18,10,6,26,5.0
13548,4,27,5,3,23,1,18,10,6,29,6.0
13549,2,27,5,3,23,1,18,10,3,26,7.0
13550,3,27,5,3,23,1,18,10,3,23,8.0
13551,2,27,5,3,23,1,18,10,3,23,9.0
13583,1,27,6,6,28,0,12,10,6,34,0.0
13584,4,27,6,6,28,0,12,10,6,34,1.0
13585,3,27,6,6,28,0,12,10,12,34,2.0
13586,1,27,6,6,28,0,12,10,6,22,3.0
13587,4,27,6,6,28,0,12,10,6,34,4.0
13589,4,27,6,6,28,0,12,10,12,34,6.0
13590,4,27,6,6,28,0,12,10,18,40,7.0
13591,2,27,6,6,28,0,12,10,6,22,8.0
13592,4,27,6,6,28,0,12,10,12,34,9.0
13663,3,27,8,3,18,0,18,5,3,18,0.0
13664,1,27,8,3,18,0,18,5,3,21,1.0
13666,2,27,8,3,18,0,18,5,9,24,3.0
13667,0,27,8,3,18,0,18,5,6,24,4.0
13697,5,27,9,6,28,1,15,10,18,40,0.0
13698,6,27,9,6,28,1,15,10,18,40,1.0
13699,3,27,9,6,28,1,15,10,6,22,2.0
13700,0,27,9,6,28,1,15,10,6,28,3.0
13701,3,27,9,6,28,1,15,10,6,34,4.0
13702,3,27,9,6,28,1,15,10,6,34,5.0
13703,3,27,9,6,28,1,15,10,12,34,6.0
13704,5,27,9,6,28,1,15,10,18,40,7.0
13705,3,27,9,6,28,1,15,10,12,34,8.0
13706,4,27,9,6,28,1,15,10,12,34,9.0
13746,0,27,10,3,18,1,12,5,3,21,0.0
13747,2,27,10,3,18,1,12,5,3,15,1.0
13749,1,27,10,3,18,1,12,5,6,15,3.0
13750,1,27,10,3,18,1,12,5,6,24,4.0
13785,5,28,0,6,23,1,9,5,6,35,0.0
13786,5,28,0,6,23,1,9,5,6,23,1.0
13787,10,28,0,6,23,1,9,5,6,35,2.0
13788,4,28,0,6,23,1,9,5,12,29,3.0
13789,6,28,0,6,23,1,9,5,12,29,4.0
13836,3,28,1,3,18,0,18,15,9,24,0.0
13837,5,28,1,3,18,0,18,15,3,18,1.0
13838,10,28,1,3,18,0,18,15,3,18,2.0
13839,9,28,1,3,18,0,18,15,3,18,3.0
13840,10,28,1,3,18,0,18,15,3,18,4.0
13841,5,28,1,3,18,0,18,15,3,21,5.0
13842,10,28,1,3,18,0,18,15,3,24,6.0
13843,10,28,1,3,18,0,18,15,3,18,7.0
13844,10,28,1,3,18,0,18,15,6,24,8.0
13845,10,28,1,3,18,0,18,15,9,24,9.0
13846,0,28,1,3,18,0,18,15,6,18,10.0
13847,5,28,1,3,18,0,18,15,6,18,11.0
13848,10,28,1,3,18,0,18,15,6,21,12.0
13849,9,28,1,3,18,0,18,15,9,24,13.0
13850,9,28,1,3,18,0,18,15,3,24,14.0
13888,10,28,2,3,28,0,18,10,3,31,0.0
13889,10,28,2,3,28,0,18,10,9,34,1.0
13890,10,28,2,3,28,0,18,10,3,34,2.0
13891,10,28,2,3,28,0,18,10,9,34,3.0
13892,10,28,2,3,28,0,18,10,3,25,4.0
13893,10,28,2,3,28,0,18,10,6,31,5.0
13895,8,28,2,3,28,0,18,10,6,25,7.0
13897,10,28,2,3,28,0,18,10,3,25,9.0
13998,0,28,5,3,18,0,12,10,3,24,0.0
13999,4,28,5,3,18,0,12,10,3,15,1.0
14000,1,28,5,3,18,0,12,10,3,15,2.0
14001,1,28,5,3,18,0,12,10,3,18,3.0
14002,10,28,5,3,18,0,12,10,3,18,4.0
14003,10,28,5,3,18,0,12,10,3,21,5.0
14004,2,28,5,3,18,0,12,10,6,15,6.0
14005,10,28,5,3,18,0,12,10,9,24,7.0
14006,10,28,5,3,18,0,12,10,9,24,8.0
14007,10,28,5,3,18,0,12,10,6,15,9.0
14045,10,28,6,3,28,0,12,15,6,25,0.0
14046,10,28,6,3,28,0,12,15,6,28,1.0
14047,10,28,6,3,28,0,12,15,3,28,2.0
14049,10,28,6,3,28,0,12,15,3,34,4.0
14050,10,28,6,3,28,0,12,15,3,34,5.0
14051,10,28,6,3,28,0,12,15,6,28,6.0
14052,3,28,6,3,28,0,12,15,3,34,7.0
14053,10,28,6,3,28,0,12,15,3,28,8.0
14054,10,28,6,3,28,0,12,15,3,34,9.0
14056,10,28,6,3,28,0,12,15,9,34,11.0
14057,10,28,6,3,28,0,12,15,3,28,12.0
14058,10,28,6,3,28,0,12,15,9,34,13.0
14059,10,28,6,3,28,0,12,15,3,34,14.0
14098,10,28,7,6,23,1,18,15,12,35,0.0
14099,10,28,7,6,23,1,18,15,6,35,1.0
14100,10,28,7,6,23,1,18,15,6,29,2.0
14101,4,28,7,6,23,1,18,15,6,23,3.0
14102,3,28,7,6,23,1,18,15,12,17,4.0
14103,10,28,7,6,23,1,18,15,18,35,5.0
14104,10,28,7,6,23,1,18,15,18,35,6.0
14105,10,28,7,6,23,1,18,15,12,35,7.0
14106,0,28,7,6,23,1,18,15,12,29,8.0
14107,10,28,7,6,23,1,18,15,6,29,9.0
14108,10,28,7,6,23,1,18,15,18,35,10.0
14109,10,28,7,6,23,1,18,15,6,29,11.0
14110,0,28,7,6,23,1,18,15,6,23,12.0
14111,10,28,7,6,23,1,18,15,6,35,13.0
14112,10,28,7,6,23,1,18,15,12,29,14.0
14147,10,28,8,3,18,0,15,10,3,18,0.0
14148,10,28,8,3,18,0,15,10,3,18,1.0
14149,10,28,8,3,18,0,15,10,9,15,2.0
14150,10,28,8,3,18,0,15,10,3,18,3.0
14151,10,28,8,3,18,0,15,10,3,18,4.0
14152,10,28,8,3,18,0,15,10,6,18,5.0
14153,10,28,8,3,18,0,15,10,3,21,6.0
14154,10,28,8,3,18,0,15,10,6,18,7.0
14155,10,28,8,3,18,0,15,10,3,21,8.0
14156,10,28,8,3,18,0,15,10,3,18,9.0
14193,10,28,9,6,18,1,9,5,18,30,0.0
14195,10,28,9,6,18,1,9,5,6,18,2.0
14196,10,28,9,6,18,1,9,5,12,24,3.0
14197,10,28,9,6,18,1,9,5,6,24,4.0
14238,10,28,10,6,28,1,12,5,12,40,0.0
14239,10,28,10,6,28,1,12,5,12,28,1.0
14240,7,28,10,6,28,1,12,5,12,34,2.0
14241,10,28,10,6,28,1,12,5,6,40,3.0
14242,10,28,10,6,28,1,12,5,6,28,4.0
14283,0,29,0,3,23,0,15,5,3,26,0.0
14284,0,29,0,3,23,0,15,5,6,23,1.0
14285,0,29,0,3,23,0,15,5,6,20,2.0
14286,0,29,0,3,23,0,15,5,3,26,3.0
14287,5,29,0,3,23,0,15,5,3,20,4.0
14328,5,29,1,6,18,1,18,5,12,30,0.0
14329,2,29,1,6,18,1,18,5,6,18,1.0
14330,5,29,1,6,18,1,18,5,6,30,2.0
14331,2,29,1,6,18,1,18,5,6,30,3.0
14332,2,29,1,6,18,1,18,5,18,30,4.0
14356,1,29,2,3,28,1,9,10,6,31,0.0
14357,2,29,2,3,28,1,9,10,6,34,1.0
14358,1,29,2,3,28,1,9,10,3,34,2.0
14359,2,29,2,3,28,1,9,10,3,25,3.0
14360,1,29,2,3,28,1,9,10,3,28,4.0
14362,2,29,2,3,28,1,9,10,3,25,6.0
14363,1,29,2,3,28,1,9,10,3,31,7.0
14364,1,29,2,3,28,1,9,10,3,31,8.0
14365,0,29,2,3,28,1,9,10,6,31,9.0
14414,1,29,3,6,28,0,15,5,6,22,0.0
14415,2,29,3,6,28,0,15,5,12,40,1.0
14417,2,29,3,6,28,0,15,5,6,28,3.0
14418,3,29,3,6,28,0,15,5,18,40,4.0
14482,1,29,5,6,18,0,9,15,12,24,0.0
14483,1,29,5,6,18,0,9,15,12,24,1.0
14484,0,29,5,6,18,0,9,15,12,30,2.0
14485,1,29,5,6,18,0,9,15,12,12,3.0
14487,1,29,5,6,18,0,9,15,6,18,5.0
14488,2,29,5,6,18,0,9,15,12,24,6.0
14490,1,29,5,6,18,0,9,15,6,24,8.0
14491,1,29,5,6,18,0,9,15,12,12,9.0
14492,2,29,5,6,18,0,9,15,6,18,10.0
14493,1,29,5,6,18,0,9,15,6,30,11.0
14494,2,29,5,6,18,0,9,15,6,24,12.0
14495,1,29,5,6,18,0,9,15,6,18,13.0
14496,1,29,5,6,18,0,9,15,6,30,14.0
14538,1,29,6,6,18,1,18,15,6,18,0.0
14539,3,29,6,6,18,1,18,15,18,30,1.0
14540,2,29,6,6,18,1,18,15,6,18,2.0
14541,2,29,6,6,18,1,18,15,6,18,3.0
14542,4,29,6,6,18,1,18,15,12,30,4.0
14543,2,29,6,6,18,1,18,15,18,30,5.0
14544,3,29,6,6,18,1,18,15,12,30,6.0
14545,2,29,6,6,18,1,18,15,6,24,7.0
14546,2,29,6,6,18,1,18,15,18,30,8.0
14547,2,29,6,6,18,1,18,15,6,24,9.0
14548,2,29,6,6,18,1,18,15,6,30,10.0
14550,2,29,6,6,18,1,18,15,12,30,12.0
14551,3,29,6,6,18,1,18,15,18,30,13.0
14552,3,29,6,6,18,1,18,15,6,30,14.0
14586,1,29,7,3,23,0,9,10,3,26,0.0
14587,1,29,7,3,23,0,9,10,6,29,1.0
14588,1,29,7,3,23,0,9,10,6,23,2.0
14589,1,29,7,3,23,0,9,10,3,26,3.0
14590,1,29,7,3,23,0,9,10,3,26,4.0
14591,1,29,7,3,23,0,9,10,6,29,5.0
14592,1,29,7,3,23,0,9,10,3,20,6.0
14593,2,29,7,3,23,0,9,10,3,20,7.0
14594,1,29,7,3,23,0,9,10,3,26,8.0
14595,1,29,7,3,23,0,9,10,3,26,9.0
14678,4,29,9,6,28,0,12,15,6,28,0.0
14679,3,29,9,6,28,0,12,15,6,28,1.0
14680,2,29,9,6,28,0,12,15,12,28,2.0
14681,2,29,9,6,28,0,12,15,6,28,3.0
14682,2,29,9,6,28,0,12,15,6,28,4.0
14683,1,29,9,6,28,0,12,15,18,40,5.0
14684,2,29,9,6,28,0,12,15,12,22,6.0
14685,2,29,9,6,28,0,12,15,18,40,7.0
14686,2,29,9,6,28,0,12,15,18,40,8.0
14687,2,29,9,6,28,0,12,15,12,22,9.0
14688,2,29,9,6,28,0,12,15,12,40,10.0
14689,2,29,9,6,28,0,12,15,12,22,11.0
14690,2,29,9,6,28,0,12,15,12,40,12.0
14691,1,29,9,6,28,0,12,15,12,40,13.0
14692,3,29,9,6,28,0,12,15,6,28,14.0
14730,2,29,10,6,18,0,12,10,18,12,0.0
14731,1,29,10,6,18,0,12,10,12,24,1.0
14732,0,29,10,6,18,0,12,10,6,18,2.0
14734,2,29,10,6,18,0,12,10,6,24,4.0
14736,2,29,10,6,18,0,12,10,18,12,6.0
14737,1,29,10,6,18,0,12,10,12,30,7.0
14738,1,29,10,6,18,0,12,10,12,18,8.0
14739,2,29,10,6,18,0,12,10,6,24,9.0
15264,10,31,0,6,28,1,12,10,6,28,0.0
15265,6,31,0,6,28,1,12,10,12,34,1.0
15266,10,31,0,6,28,1,12,10,6,40,2.0
15267,10,31,0,6,28,1,12,10,12,40,3.0
15268,7,31,0,6,28,1,12,10,6,28,4.0
15269,9,31,0,6,28,1,12,10,12,40,5.0
15270,4,31,0,6,28,1,12,10,12,34,6.0
15271,8,31,0,6,28,1,12,10,6,28,7.0
15272,6,31,0,6,28,1,12,10,6,28,8.0
15273,10,31,0,6,28,1,12,10,6,40,9.0
